"Time (s) Run #1","Geiger Counts (counts/sample) Run #1","Time (s) Run #2","Geiger Counts (counts/sample) Run #2","Time (s) Run #3","Geiger Counts (counts/sample) Run #3"
,,128.400,0,,
,,128.600,0,,
,,128.800,0,,
,,129.000,0,,
,,129.200,0,,
,,129.400,0,,
,,129.600,0,,
,,129.800,0,,
,,130.000,0,,
,,130.200,0,,
,,130.400,0,,
,,130.600,0,,
,,130.800,0,,
,,131.000,0,,
,,131.200,0,,
,,131.400,0,,
,,131.600,0,,
,,131.800,0,,
,,132.000,1,,
,,132.200,0,,
,,132.400,0,,
,,132.600,1,,
,,132.800,0,,
,,133.000,0,,
,,133.200,0,,
,,133.400,0,,
,,133.600,0,,
,,133.800,0,,
,,134.000,0,,
,,134.200,0,,
,,134.400,0,,
,,134.600,0,,
,,134.800,0,,
,,135.000,0,,
,,135.200,0,,
,,135.400,0,,
,,135.600,0,,
,,135.800,0,,
,,136.000,0,,
,,136.200,0,,
,,136.400,0,,
,,136.600,0,,
,,136.800,0,,
,,137.000,0,,
,,137.200,0,,
,,137.400,0,,
,,137.600,0,,
,,137.800,0,,
,,138.000,0,,
,,138.200,0,,
,,138.400,0,,
,,138.600,0,,
,,138.800,0,,
,,139.000,0,,
,,139.200,1,,
,,139.400,0,,
,,139.600,0,,
,,139.800,0,,
,,140.000,0,,
,,140.200,0,,
,,140.400,0,,
,,140.600,1,,
,,140.800,0,,
,,141.000,0,,
,,141.200,0,,
,,141.400,0,,
,,141.600,1,,
,,141.800,0,,
,,142.000,0,,
,,142.200,0,,
,,142.400,0,,
,,142.600,0,,
,,142.800,0,,
,,143.000,0,,
,,143.200,0,,
,,143.400,0,,
,,143.600,0,,
,,143.800,0,,
,,144.000,0,,
,,144.200,0,,
,,144.400,1,,
,,144.600,0,,
,,144.800,0,,
,,145.000,0,,
,,145.200,0,,
,,145.400,0,,
,,145.600,0,,
,,145.800,0,,
,,146.000,0,,
,,146.200,0,,
,,146.400,0,,
,,146.600,2,,
,,146.800,0,,
,,147.000,0,,
,,147.200,0,,
,,147.400,0,,
,,147.600,0,,
,,147.800,0,,
,,148.000,0,,
,,148.200,0,,
,,148.400,0,,
,,148.600,0,,
,,148.800,0,,
,,149.000,0,,
,,149.200,0,,
,,149.400,0,,
,,149.600,0,,
,,149.800,0,,
,,150.000,0,,
,,150.200,0,,
,,150.400,0,,
,,150.600,1,,
,,150.800,0,,
,,151.000,0,,
,,151.200,0,,
,,151.400,0,,
,,151.600,0,,
,,151.800,0,,
,,152.000,0,,
,,152.200,0,,
,,152.400,0,,
,,152.600,0,,
,,152.800,0,,
,,153.000,0,,
,,153.200,0,,
,,153.400,0,,
,,153.600,0,,
,,153.800,0,,
,,154.000,0,,
,,154.200,0,,
,,154.400,0,,
,,154.600,0,,
,,154.800,0,,
,,155.000,0,,
,,155.200,0,,
,,155.400,0,,
,,155.600,0,,
,,155.800,0,,
,,156.000,0,,
,,156.200,0,,
,,156.400,0,,
,,156.600,0,,
,,156.800,0,,
,,157.000,0,,
,,157.200,0,,
,,157.400,0,,
,,157.600,0,,
,,157.800,0,,
,,158.000,0,,
,,158.200,0,,
,,158.400,0,,
,,158.600,0,,
,,158.800,0,,
,,159.000,0,,
,,159.200,0,,
,,159.400,1,,
,,159.600,0,,
,,159.800,0,,
,,160.000,0,,
,,160.200,0,,
,,160.400,0,,
,,160.600,0,,
,,160.800,0,,
,,161.000,0,,
,,161.200,0,,
,,161.400,0,,
,,161.600,0,,
,,161.800,0,,
,,162.000,0,,
,,162.200,0,,
,,162.400,0,,
,,162.600,0,,
,,162.800,0,,
,,163.000,0,,
,,163.200,0,,
,,163.400,0,,
,,163.600,0,,
,,163.800,0,,
,,164.000,0,,
,,164.200,0,,
,,164.400,0,,
,,164.600,0,,
,,164.800,0,,
,,165.000,0,,
,,165.200,0,,
,,165.400,0,,
,,165.600,1,,
,,165.800,0,,
,,166.000,0,,
,,166.200,1,,
,,166.400,0,,
,,166.600,0,,
,,166.800,0,,
,,167.000,0,,
,,167.200,0,,
,,167.400,0,,
,,167.600,0,,
,,167.800,0,,
,,168.000,0,,
,,168.200,0,,
,,168.400,1,,
,,168.600,0,,
,,168.800,0,,
,,169.000,0,,
,,169.200,0,,
,,169.400,0,,
,,169.600,0,,
,,169.800,0,,
,,170.000,0,,
,,170.200,0,,
,,170.400,0,,
,,170.600,0,,
,,170.800,0,,
,,171.000,0,,
,,171.200,0,,
,,171.400,0,,
,,171.600,0,,
,,171.800,0,,
,,172.000,0,,
,,172.200,0,,
,,172.400,0,,
,,172.600,0,,
,,172.800,0,,
,,173.000,0,,
,,173.200,0,,
,,173.400,0,,
,,173.600,0,,
,,173.800,0,,
,,174.000,0,,
,,174.200,0,,
,,174.400,0,,
,,174.600,0,,
,,174.800,0,,
,,175.000,0,,
,,175.200,0,,
,,175.400,0,,
,,175.600,0,,
,,175.800,0,,
,,176.000,0,,
,,176.200,0,,
,,176.400,0,,
,,176.600,0,,
,,176.800,0,,
,,177.000,0,,
,,177.200,0,,
,,177.400,0,,
,,177.600,0,,
,,177.800,0,,
,,178.000,0,,
,,178.200,0,,
,,178.400,0,,
,,178.600,0,,
,,178.800,1,,
,,179.000,0,,
,,179.200,0,,
,,179.400,0,,
,,179.600,0,,
,,179.800,0,,
,,180.000,0,,
,,180.200,0,,
,,180.400,0,,
,,180.600,0,,
,,180.800,0,,
,,181.000,0,,
,,181.200,0,,
,,181.400,0,,
,,181.600,0,,
,,181.800,0,,
,,182.000,0,,
,,182.200,0,,
,,182.400,0,,
,,182.600,0,,
,,182.800,0,,
,,183.000,0,,
,,183.200,0,,
,,183.400,0,,
,,183.600,0,,
,,183.800,0,,
,,184.000,0,,
,,184.200,0,,
,,184.400,0,,
,,184.600,0,,
,,184.800,0,,
,,185.000,0,,
,,185.200,0,,
,,185.400,0,,
,,185.600,0,,
,,185.800,0,,
,,186.000,0,,
,,186.200,0,,
,,186.400,0,,
,,186.600,0,,
,,186.800,0,,
,,187.000,0,,
,,187.200,0,,
,,187.400,0,,
,,187.600,0,,
,,187.800,0,,
,,188.000,0,,
,,188.200,0,,
,,188.400,0,,
,,188.600,1,,
,,188.800,0,,
,,189.000,0,,
,,189.200,0,,
,,189.400,0,,
,,189.600,0,,
,,189.800,0,,
,,190.000,0,,
,,190.200,0,,
,,190.400,0,,
,,190.600,0,,
,,190.800,0,,
,,191.000,0,,
,,191.200,0,,
,,191.400,0,,
,,191.600,0,,
,,191.800,0,,
,,192.000,0,,
,,192.200,0,,
,,192.400,0,,
,,192.600,0,,
,,192.800,0,,
,,193.000,0,,
,,193.200,0,,
,,193.400,0,,
,,193.600,0,,
,,193.800,0,,
,,194.000,0,,
,,194.200,0,,
,,194.400,0,,
,,194.600,0,,
,,194.800,0,,
,,195.000,0,,
,,195.200,0,,
,,195.400,0,,
,,195.600,1,,
,,195.800,0,,
,,196.000,0,,
,,196.200,0,,
,,196.400,0,,
,,196.600,0,,
,,196.800,0,,
,,197.000,0,,
,,197.200,0,,
,,197.400,0,,
,,197.600,0,,
,,197.800,0,,
,,198.000,0,,
,,198.200,0,,
,,198.400,0,,
,,198.600,0,,
,,198.800,1,,
,,199.000,0,,
,,199.200,0,,
,,199.400,0,,
,,199.600,0,,
,,199.800,0,,
,,200.000,0,,
,,200.200,0,,
,,200.400,0,,
,,200.600,0,,
,,200.800,0,,
,,201.000,0,,
,,201.200,0,,
,,201.400,0,,
,,201.600,0,,
,,201.800,0,,
,,202.000,0,,
,,202.200,0,,
,,202.400,1,,
,,202.600,0,,
,,202.800,0,,
,,203.000,0,,
,,203.200,0,,
,,203.400,0,,
,,203.600,0,,
,,203.800,0,,
,,204.000,0,,
,,204.200,0,,
,,204.400,0,,
,,204.600,0,,
,,204.800,0,,
,,205.000,0,,
,,205.200,0,,
,,205.400,0,,
,,205.600,0,,
,,205.800,0,,
,,206.000,0,,
,,206.200,0,,
,,206.400,0,,
,,206.600,0,,
,,206.800,0,,
,,207.000,0,,
,,207.200,0,,
,,207.400,0,,
,,207.600,0,,
,,207.800,0,,
,,208.000,0,,
,,208.200,0,,
,,208.400,0,,
,,208.600,0,,
,,208.800,0,,
,,209.000,0,,
,,209.200,0,,
